user_name,date,text,clean_text,sentiment,sentiment_score
Timothy Brockman,2021-01-28 03:56:46,It figures. #Snort #Thieves #CovidVaccine https://t.co/EFndPrvm05,it figures snort thieves covidvaccine https t co efndprvm05,1 star,1
freedomlovingdogmom,2021-07-26 19:51:32,Did you know that the #CDC no longer reports breakthrough cases UNLESS the person is hospitalized or dies. They do still report ALL cases involving the #unvaxxed no matter the severity or lack thereof. #hypocrisy #COVID19 #CovidVaccine https://t.co/zcPJ9Xw3Ex,did you know that the cdc no longer reports breakthrough cases unless the person is hospitalized or dies they do still report all cases involving the unvaxxed no matter the severity or lack thereof hypocrisy covid19 covidvaccine https t co zcpj9xw3ex,1 star,1
Omkar Kulkarni #RestoreTheSnyderVerse オムカルクルカルニ,2021-06-16 08:30:49,"1st Dose Done - It took a while, but otherwise, the process went smoothly. Thank you Holy Family Hospital 🙏🏻🙏🏻
Excuse the dirt mark on my right sleeve, we are in the Mumbai Rainy Season now 😄

#covidvaccine #covishield #astrazeneca #1stdosedone💉✔️ #igotmycovid19vacccine https://t.co/SNb8T5MXxX",1st dose done it took a while but otherwise the process went smoothly thank you holy family hospital excuse the dirt mark on my right sleeve we are in the mumbai rainy season now covidvaccine covishield astrazeneca 1stdosedone igotmycovid19vacccine https t co snb8t5mxxx,3 stars,3
Jonathan Comelately 🚁 ✈️,2021-11-15 13:31:50,#Austria What the fuck?! #COVID19 #CovidVaccine #NoVaccinePassports https://t.co/nvIbvjPlmA,austria what the fuck covid19 covidvaccine novaccinepassports https t co nvibvjplma,1 star,1
Opa-locka CDC,2021-10-25 15:27:24,"The vaccine is still available! Protect you and your family. To find a vaccination site near you or for more information about the vaccines, visit https://t.co/kplhWoBs2l

#COVIDVaccine #COVID19 https://t.co/YRX9Xvr58l",the vaccine is still available protect you and your family to find a vaccination site near you or for more information about the vaccines visit https t co kplhwobs2l covidvaccine covid19 https t co yrx9xvr58l,4 stars,4
COVID News,2021-07-02 18:26:19,1/ia and #covidvaccine #hesitancy-Bolton SRO thread. Seven months into vaccinating #bolton patients we are anecdotally seeing an exponential growth in those with #needlephobia. The great news is we are seeing them at all. #needlephobia is a real issue. https://t.co/X9a2U8lEST,1 ia and covidvaccine hesitancy bolton sro thread seven months into vaccinating bolton patients we are anecdotally seeing an exponential growth in those with needlephobia the great news is we are seeing them at all needlephobia is a real issue https t co x9a2u8lest,1 star,1
AM🇺🇸Rohland🇵🇭,2022-02-12 00:19:35,"Canadian PM .@JustinTrudeau about to go excessive LetHaL for sake of #power! They say Canada was democratic! I doubt it!
#VaccineMandate #Covid_19
#COVID19 #CovidVaccine
https://t.co/rlNfZeGHfw",canadian pm justintrudeau about to go excessive lethal for sake of power they say canada was democratic i doubt it vaccinemandate covid 19 covid19 covidvaccine https t co rlnfzeghfw,1 star,1
Judy Gombita,2021-02-14 22:30:03,Today on #RoseMaryBartonLive: @PfizerCA 🇨🇦 head says company is 'extremely committed' to meeting #COVID19… https://t.co/Vu9FhpFTOE,today on rosemarybartonlive pfizerca head says company is extremely committed to meeting covid19 https t co vu9fhpftoe,5 stars,5
UnityPoint Health - Quad Cities,2021-12-10 14:00:02,"Do you know how to tell the difference between flu and COVID? This expert breaks it down. 

p.s. The good news is there are #vaccines for both! #FightFlu #NIWV #COVIDVaccine https://t.co/WRA16MiI7n",do you know how to tell the difference between flu and covid this expert breaks it down p s the good news is there are vaccines for both fightflu niwv covidvaccine https t co wra16mii7n,1 star,1
Latinovations,2021-01-26 15:48:08,"White Americans are getting Vaccinated at a Higher Rate than Black &amp; Latino Americans
#Covid_19 #CovidVaccine… https://t.co/5s1BsolkhU",white americans are getting vaccinated at a higher rate than black amp latino americans covid 19 covidvaccine https t co 5s1bsolkhu,1 star,1
EverythingWorksHere,2021-01-12 05:34:35,"#shotoftheday 

Flight carrying first batch of 5.36 lakh COVISHIELD vaccine from Serum Institute reaches Chennai.… https://t.co/KwOIHwDIcz",shotoftheday flight carrying first batch of 5 36 lakh covishield vaccine from serum institute reaches chennai https t co kwoihwdicz,1 star,1
Laura Dudas,2020-11-16 19:16:31,Pleased to see that the City is proactively figuring out how it will distribute a #CovidVaccine whenever it becomes… https://t.co/vckHDE9qSG,pleased to see that the city is proactively figuring out how it will distribute a covidvaccine whenever it becomes https t co vckhde9qsg,4 stars,4
"hoare, r",2021-07-01 14:15:54,"https://t.co/mXwqzLAOxP
#Thailand 
#CovidVaccine 
phuket 70% single or double vaccinated?
rest of thailand only 6% double vaccinated. vaccine scarce despite AZ factory. people dying due to vaccine shortage (57 today)

https://t.co/d2pG5yIdCy",https t co mxwqzlaoxp thailand covidvaccine phuket 70 single or double vaccinated rest of thailand only 6 double vaccinated vaccine scarce despite az factory people dying due to vaccine shortage 57 today https t co d2pg5yidcy,1 star,1
Anthony Feor,2021-02-23 14:51:35,"Ontario needs one vaccination plan not 34. Instead of that, Premier Ford wants to invest in bracelets that go ""beep… https://t.co/FF4TtwG42P",ontario needs one vaccination plan not 34 instead of that premier ford wants to invest in bracelets that go beep https t co ff4ttwg42p,1 star,1
Lee Spieckerman,2021-07-29 22:06:30,"There was no need to mandate Small Pox &amp; Polio vaccination; almost everyone was eager for a shield against those scourges. Regrettably, too many refuse to receive miraculous #CovidVaccine #Trump fast-tracked.

@POTUS $100 vaccine reward great; bolster with mandatory #vaccination.",there was no need to mandate small pox amp polio vaccination almost everyone was eager for a shield against those scourges regrettably too many refuse to receive miraculous covidvaccine trump fast tracked potus 100 vaccine reward great bolster with mandatory vaccination,5 stars,5
India TV,2020-11-16 12:24:55,"Moderna: Covid vaccine shows nearly 95% protection

#moderna #CovidVaccine #COVID19 #coronavirus 

https://t.co/KiudcQYIDQ",moderna covid vaccine shows nearly 95 protection moderna covidvaccine covid19 coronavirus https t co kiudcqyidq,5 stars,5
VaxBLR,2021-12-09 05:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 09/12 at 11:00AM
FREE Slots 
#COVISHIELD - Dose1:8836, Dose2:5421
#COVAXIN - Dose1:5020, Dose2:5468
PAID Slots 
#COVISHIELD - Dose1:7209, Dose2:3900
#COVAXIN - Dose1:3830, Dose2:3835
#SPUTNIKV - Dose1:294, Dose2:168",18 44 bbmp bengaluru covidvaccine availability for 09 12 at 11 00am free slots covishield dose1 8836 dose2 5421 covaxin dose1 5020 dose2 5468 paid slots covishield dose1 7209 dose2 3900 covaxin dose1 3830 dose2 3835 sputnikv dose1 294 dose2 168,1 star,1
AZİZ TÜRKMEN.,2021-11-13 20:29:02,"@GulsoySeydi #AntiVaccine #CovidVaccine #COVIDVaccination #COVIDVaccines #COVIDIOTS #antivaxx #antivaxxers #antivax #coronavirus #wakeup #antimask #NoMoreLockdowns #NoMasks #coronavirus #COVIDVaccination #CovidVaccine 
A nice gift from Turks to humanity.  🇹🇷 https://t.co/RQ4XwaGZAr",gulsoyseydi antivaccine covidvaccine covidvaccination covidvaccines covidiots antivaxx antivaxxers antivax coronavirus wakeup antimask nomorelockdowns nomasks coronavirus covidvaccination covidvaccine a nice gift from turks to humanity https t co rq4xwagzar,5 stars,5
Muzaffar Qazilbash,2021-01-29 16:17:33,Johnson &amp; Johnson’s Vaccine Offers Strong Protection but Fuels Concern About Variants. Efficacy rate in the US: 72%… https://t.co/ShhrQjIVtz,johnson amp johnson s vaccine offers strong protection but fuels concern about variants efficacy rate in the us 72 https t co shhrqjivtz,3 stars,3
Cy,2021-08-19 17:32:50,"On Friday July 30th I was exposed to #COVID19 at work, and on August 2nd I was feeling minor symptoms. The very next day my father gave me an at home test kit and the results were positive. I did not get the #CovidVaccine and I wish I had because the virus was terrible. https://t.co/JhCwhaNiat",on friday july 30th i was exposed to covid19 at work and on august 2nd i was feeling minor symptoms the very next day my father gave me an at home test kit and the results were positive i did not get the covidvaccine and i wish i had because the virus was terrible https t co jhcwhaniat,1 star,1
The Real SassyLady,2022-01-22 17:39:43,"THIS 👇🏻💯👇🏻💯👇🏻
#mRNA 
#CovidVaccine https://t.co/zDqGLuEcSn",this mrna covidvaccine https t co zdqgluecsn,5 stars,5
Slipknot PHarrington,2021-07-13 20:04:06,90 years of trying mRNA vaccines but they seemed to kill every animal they tried it on. So they didn’t bother anymore and went straight to human trials instead. If you took the #CovidVaccine and didn’t know this… you are a fucking #idiot #VaccineDeath #VaccinePassports,90 years of trying mrna vaccines but they seemed to kill every animal they tried it on so they didn t bother anymore and went straight to human trials instead if you took the covidvaccine and didn t know this you are a fucking idiot vaccinedeath vaccinepassports,1 star,1
My friends call me Lisa and wear MASKS,2021-03-25 00:22:30,I helped over 1200 people get vaccinated over the last 2 days. It felt great to see so many people eager to get it… https://t.co/hqZwj7BzAv,i helped over 1200 people get vaccinated over the last 2 days it felt great to see so many people eager to get it https t co hqzwj7bzav,5 stars,5
Directorate of Health Services Arunachal Pradesh,2021-06-30 03:55:06,"#CovidVaccine 
One of the everyday hardships faced by Covid Warriors in Arunachal Pradesh. (Tarasso block in Papum Pare district)
@MoHFW_INDIA
@PemaKhanduBJP
@Parthi25017671 
@libang_alo https://t.co/im9L4pQysb",covidvaccine one of the everyday hardships faced by covid warriors in arunachal pradesh tarasso block in papum pare district mohfw india pemakhandubjp parthi25017671 libang alo https t co im9l4pqysb,1 star,1
Pranav Goswami,2021-01-27 15:02:44,Dr KK Aggarwal went to get☝ vaccination without his wife and with his female secretary 😜😂😂😂..always Remember to tak… https://t.co/3tf4VDks3p,dr kk aggarwal went to get vaccination without his wife and with his female secretary always remember to tak https t co 3tf4vdks3p,5 stars,5
VaxBLR,2021-08-20 04:00:25,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 20/08 at 09:30AM
FREE Slots 
#COVAXIN - Dose1:0, Dose2:1
PAID Slots 
#COVISHIELD - Dose1:5692, Dose2:5659
#COVAXIN - Dose1:1076, Dose2:1012
#SPUTNIKV - Dose1:0, Dose2:48",45 bbmp bengaluru covidvaccine availability for 20 08 at 09 30am free slots covaxin dose1 0 dose2 1 paid slots covishield dose1 5692 dose2 5659 covaxin dose1 1076 dose2 1012 sputnikv dose1 0 dose2 48,1 star,1
Andhravilas,2022-07-12 10:08:35,"Jilted lover stabs Class 12 girl in UP's Jhansi https://t.co/wkAHpX4CtY #CovidVaccine #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #Modi #Telangana #KCR #Iphone13 

Jhansi (Uttar Pradesh), July 12 - A Class 12 girl student was attacked by her alleged stalker when she…",jilted lover stabs class 12 girl in up s jhansi https t co wkahpx4cty covidvaccine breakingnews indiapolitics andhrapolitics newsfeed modi telangana kcr iphone13 jhansi uttar pradesh july 12 a class 12 girl student was attacked by her alleged stalker when she,1 star,1
VaxBLR,2021-07-13 02:00:25,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 13/07 at 07:30AM
FREE Slots 
#COVISHIELD - Dose1:833, Dose2:311
#COVAXIN - Dose1:2, Dose2:0
PAID Slots 
#COVISHIELD - Dose1:2324, Dose2:5035
#COVAXIN - Dose1:1326, Dose2:1719
#SPUTNIKV - Dose1:131, Dose2:0",45 bbmp bengaluru covidvaccine availability for 13 07 at 07 30am free slots covishield dose1 833 dose2 311 covaxin dose1 2 dose2 0 paid slots covishield dose1 2324 dose2 5035 covaxin dose1 1326 dose2 1719 sputnikv dose1 131 dose2 0,1 star,1
Jane Schuller,2021-04-08 21:18:55,The question now is what to do for 2nd dose AZ 🤔 #HCWs #CovidVaccine,the question now is what to do for 2nd dose az hcws covidvaccine,3 stars,3
Dr. Jerri Mc,2021-01-26 15:48:02,Save the rich first! Rich countries buy the majority of the available coronavirus vaccines. Vaccine tourism on the… https://t.co/sGLfWSu1Qa,save the rich first rich countries buy the majority of the available coronavirus vaccines vaccine tourism on the https t co sglfwsu1qa,1 star,1
Aurang Zaib Jogezai,2021-06-15 15:32:02,1st doze #CovidVaccine https://t.co/eK7c2yT0VL,1st doze covidvaccine https t co ek7c2yt0vl,5 stars,5
Camp Pendleton,2021-01-27 00:51:28,A corpsman with @3rdmaw gives a vaccine to a Marine on Camp Pendleton. Vaccines are an important component of stayi… https://t.co/AqefuAz8gq,a corpsman with 3rdmaw gives a vaccine to a marine on camp pendleton vaccines are an important component of stayi https t co aqefuaz8gq,4 stars,4
STEWK AP News,2020-09-06 03:11:00,"Iran, Russia To Jointly Produce COVID-19 Vaccine. 

#STEWK AP  News
#COVID19Update 
#CovidVaccine 
#Iran 
#Russia https://t.co/pyMIv6BGLL",iran russia to jointly produce covid 19 vaccine stewk ap news covid19update covidvaccine iran russia https t co pymiv6bgll,1 star,1
Ravyn Taylor,2021-04-12 23:16:26,Just got vaccinated! Feeling good! 🥰 #CovidVaccine #COVIDVaccination,just got vaccinated feeling good covidvaccine covidvaccination,4 stars,4
Transport Topics,2022-01-10 21:32:23,".@TRUCKINGdotORG's @ATAEconBob: U.S. haulers should be prepared to meet stricter #CovidVaccine requirements to enter Canada and Mexico starting this month. Story via @dronantranspo. #trucks #trucking #freight 
https://t.co/tyCUxlVXMG",truckingdotorg s ataeconbob u s haulers should be prepared to meet stricter covidvaccine requirements to enter canada and mexico starting this month story via dronantranspo trucks trucking freight https t co tycuxlvxmg,4 stars,4
